Start Date	2014.01.01															
End Date	2019.01.01															
																
	SPX Index	AMZN US Equity	GOOGL US Equity	FB US Equity	MSFT US Equity	JNJ US Equity	PFE US Equity	XOM US Equity	JPM US Equity	BRK/A US Equity	BA US Equity	HD US Equity	WMT US Equity	WFC US Equity	VZ US Equity	PEP US Equity
	Last Price	Last Price	Last Price	Last Price	Last Price	Last Price	Last Price	Last Price	Last Price	Last Price	Last Price	Last Price	Last Price	Last Price	Last Price	Last Price
Dates	PX_LAST	PX_LAST	PX_LAST	PX_LAST	PX_LAST	PX_LAST	PX_LAST	PX_LAST	PX_LAST	PX_LAST	PX_LAST	PX_LAST	PX_LAST	PX_LAST	PX_LAST	PX_LAST
2018.03.02	2691,25	1500,25	1084,14	176,62	93,05	128,82	35,95	75,55	113,32	303100	344,67	178,46	88,77	57,41	48,26	109,04
2018.03.05	2720,94	1523,61	1094,76	180,4	93,64	129,79	36,12	76,27	115,06	304500	352,75	181,74	89,98	57,59	48,71	109,43
2018.03.06	2728,12	1537,64	1100,9	179,78	93,32	128,22	35,88	76,18	115,16	307005	348,92	181,64	89,06	57,07	48,89	109,58
2018.03.07	2726,8	1545	1115,04	183,71	93,86	129,04	35,93	74,26	114,73	306756	347,04	178,58	87,74	56,6	48,84	109,84
2018.03.08	2738,97	1551,86	1129,38	182,34	94,43	132,06	36,5	74,12	114,74	307700	348,73	177,94	87,92	56,72	49,01	112,08
2018.03.09	2786,57	1578,89	1160,84	185,23	96,54	133,8	36,77	74,56	118,04	319600	354,52	182,16	88,72	58,23	49,01	112,54
2018.03.12	2783,02	1598,39	1165,93	184,76	96,77	132,63	36,61	75,24	117,66	317746	344,19	179,71	88,07	58,02	48,8	112,75
2018.03.13	2765,31	1588,18	1139,91	181,88	94,41	134,35	36,75	74,53	116,25	314039	338,67	178,35	88,3	57,56	48,65	113,6
2018.03.14	2749,48	1591	1148,89	184,19	93,85	132,32	36,35	73,6	114,95	310655,4	330,26	177,41	87,67	56,63	48,45	112,61
2018.03.15	2747,33	1582,32	1150,61	183,86	94,18	133,06	36,58	74,42	115,24	311601	329,98	178,07	87,51	56,83	48,29	111,99
2018.03.16	2752,01	1571,68	1134,42	185,09	94,6	133,68	36,78	75,12	115,44	310630	330,47	178,96	89,17	55,9	48,56	111,64
2018.03.19	2712,92	1544,93	1100,07	172,56	92,89	130,24	36,33	74,15	114,53	305980	331,76	177,1	87,45	55,48	48,31	110,36
2018.03.20	2716,94	1586,51	1095,8	168,15	93,13	131,21	36,33	73,99	114,64	307100	337,63	178,16	87,95	54,9	47,69	109,9
2018.03.21	2711,93	1581,86	1094	169,39	92,48	131,19	36,27	75,04	114,74	307600	337,1	178,02	88,18	54,79	47,28	108,74
2018.03.22	2643,69	1544,92	1053,15	164,89	89,79	127,38	35,6	73,5	109,95	296949,3	319,61	175,29	87,14	52,53	46,88	107,94
2018.03.23	2588,26	1495,56	1026,55	159,39	87,18	125,1	34,49	72,89	107,01	288755	321	171,8	85,42	50,98	46,29	106,15
2018.03.26	2658,55	1555,86	1054,09	160,06	93,78	127,39	35,04	74	110,31	299499,9	328,97	176,38	87,5	52,29	47,07	106,81
2018.03.27	2612,62	1497,05	1006,94	152,22	89,47	127,21	35,01	73,7	108,17	294650	321,12	174,68	86,05	51,1	47,31	107,64
2018.03.28	2605	1431,42	1005,18	153,03	89,39	127,45	35,3	72,81	108	295041	320,02	174,76	87,77	51,48	48	109,18
2018.03.29	2640,87	1447,34	1037,14	159,79	91,27	128,15	35,49	74,61	109,97	299100	327,88	178,24	88,97	52,41	47,82	109,15
2018.03.30	2640,87	1447,34	1037,14	159,79	91,27	128,15	35,49	74,61	109,97	299100	327,88	178,24	88,97	52,41	47,82	109,15
2018.04.02	2581,88	1371,99	1012,63	155,39	88,52	124,56	35,05	73,22	107,85	293410	322,44	172,9	85,55	51,35	47,16	107,05
2018.04.03	2614,45	1392,05	1018,68	156,11	89,71	128,35	35,68	75,02	109,33	296850	330,82	173,76	86,8	52,08	47,5	108,19
2018.04.04	2644,69	1410,57	1029,71	155,1	92,33	130,41	36,13	74,87	110,99	299850	327,44	177,44	87,22	52,91	47,93	110,18
2018.04.05	2662,84	1451,75	1032,64	159,34	92,38	130,71	35,73	76,02	111,88	301750	336,4	179,13	87,81	53,26	48,24	110,57
2018.04.06	2604,47	1405,23	1009,95	157,2	90,23	128,1	35,17	74,87	109,09	294000	326,12	174,45	86,69	52,23	47,48	109,3
2018.04.09	2613,16	1406,08	1020,09	157,93	90,77	129,48	35,46	74,87	110,4	292671	322,48	172,51	86,28	52,25	46,92	109,38
2018.04.10	2656,87	1436,22	1036,5	165,04	92,88	130,25	35,95	77,07	112,51	296556	334,83	173,49	86,45	52,62	48,27	109,4
2018.04.11	2642,19	1427,05	1025,06	166,32	91,86	129,63	35,79	77,43	110,62	293249	327,36	172,86	85,91	51,93	47,58	108,68
2018.04.12	2663,99	1448,5	1037,29	163,87	93,58	130,43	36,32	77,22	113,37	297021	337,48	173,36	85,43	52,7	47,74	108,31
2018.04.13	2656,3	1430,79	1036,04	164,52	93,08	130,62	36,32	77,84	110,3	295891	329,28	172,8	86,02	50,89	47,66	109,26
2018.04.16	2677,84	1441,5	1046,1	164,83	94,17	131,76	36,53	78,54	110,21	297181	331,77	174,43	86,84	50,8	48,39	109,92
2018.04.17	2706,39	1503,83	1079,36	168,66	96,07	130,54	36,33	78,33	110,21	298701	336,72	174,91	87,9	50,57	48,85	108,87
2018.04.18	2708,64	1527,84	1075,39	166,36	96,44	127,72	36,49	79,22	109,32	299205	341	179,85	87,57	50,39	48,62	106,98
2018.04.19	2693,13	1556,91	1089,45	168,1	96,11	127,55	36,53	79,42	111,72	300300	340,64	177,08	87,89	51,54	48,43	105,57
2018.04.20	2670,14	1527,49	1077,32	166,28	95	126,66	36,63	79	111,47	300140	338,67	177,01	86,98	52,56	47,9	102,48
2018.04.23	2670,29	1517,86	1073,81	165,84	95,35	126,83	36,8	79,57	110,93	298821	338,84	177,66	86,1	52,61	48,66	102,58
2018.04.24	2634,56	1460,09	1022,64	159,69	93,12	126,19	37,06	78,35	110,41	295734	329,06	176,26	86,53	52,51	49,67	101,44
2018.04.25	2639,4	1460,17	1022,99	159,69	92,31	126,76	36,68	79,5	109,99	295279	342,86	177,39	87,17	53,11	50,1	101,15
2018.04.26	2666,94	1517,96	1043,31	174,16	94,26	128,01	36,85	80,86	110,1	295769	342,79	185,72	87,94	52,44	49,76	103,26
2018.04.27	2669,91	1572,62	1031,45	173,59	95,82	128,27	37	77,79	109,4	295995	340,88	186,46	87,29	52,36	51,57	101,71
2018.04.30	2648,05	1566,13	1018,58	172	93,52	126,49	36,61	77,75	108,78	290650	333,56	184,8	88,46	51,96	49,35	100,94
2018.05.01	2654,8	1582,26	1040,75	173,86	95	126,01	35,4	76,95	108,78	292730	329,54	184,63	87,41	52,56	48,82	99,13
2018.05.02	2635,67	1569,68	1026,05	176,07	93,51	123,5	34,89	76,8	107,92	290450	324,19	185,91	86,34	52,19	47,75	97,23
2018.05.03	2629,73	1572,075	1026,3	174,02	94,07	123,03	34,76	76,54	107,24	287051	330,69	183,19	86,23	51,54	47,84	97,6
2018.05.04	2663,42	1580,95	1051	176,61	95,16	124,19	34,84	76,9	108,43	292600	334,43	185,03	87,53	52,41	48,19	98,99
2018.05.07	2672,63	1600,14	1059,46	177,97	96,22	123,59	34,93	77,74	109,37	295600	340,43	183,56	85,47	52,66	47,73	98,23
2018.05.08	2671,92	1592,39	1058,59	178,92	95,81	122,61	34,98	78,09	110,99	295700	338,37	185,04	85,74	53,19	47,02	96,79
2018.05.09	2697,79	1608	1088,95	182,66	96,94	123,51	35,17	79,93	113,41	299990,9	344,5	186,36	83,06	53,76	46,38	96,16
2018.05.10	2723,07	1609,08	1105,47	185,53	97,91	125,35	35,04	81,72	114,29	301630	344,07	187,16	82,69	54,65	47,2	97,27
2018.05.11	2727,72	1602,91	1103,38	186,99	97,7	127,24	35,5	81,28	113,86	298770	342,46	190,31	83,38	54,45	48,62	97,43
2018.05.14	2730,13	1601,54	1106,6	186,64	98,03	126,06	35,86	81,83	113,9	298200	344,59	191,08	84,39	54,48	48,49	97,15
2018.05.15	2711,45	1576,12	1084,87	184,32	97,32	125,13	35,69	81,79	113,03	296200	342,12	187,98	84,52	54,75	47,79	96,8
2018.05.16	2722,46	1587,28	1084,09	183,2	97,15	125,35	35,68	82,02	113,34	296300	340,97	186,38	86,13	55,04	47,86	97,19
2018.05.17	2720,13	1581,76	1081,26	183,76	96,18	123,85	35,71	81,88	112,96	296440	344,14	185,33	84,49	54,22	47,85	97,92
2018.05.18	2712,97	1574,37	1069,64	182,68	96,36	124,24	35,64	81,3	111,13	294380	351,23	187,42	83,64	53,7	47,74	97,51
2018.05.21	2733,01	1585,46	1084,01	184,49	97,6	123,72	35,8	82,28	112,15	296620	363,92	189,79	84,51	54,54	48,43	99,51
2018.05.22	2724,44	1581,4	1075,31	183,8	97,5	122,91	35,72	81,64	113,01	296991	355,02	186,87	83,37	55,26	48,81	99,93
2018.05.23	2733,29	1601,86	1085,96	186,9	98,66	123,45	35,97	82,15	112,49	294400	359,21	186,67	83,01	56,18	48,59	100,45
2018.05.24	2727,76	1603,07	1085,45	185,93	98,31	122,25	35,89	80,27	111,23	291850	359	187,15	82,85	54,67	48,64	100,18
2018.05.25	2721,33	1610,15	1084,08	184,92	98,36	121,47	35,68	78,71	110,66	290886	360,09	186,85	82,46	54,9	48,52	100,31
2018.05.28	2721,33	1610,15	1084,08	184,92	98,36	121,47	35,68	78,71	110,66	290886	360,09	186,85	82,46	54,9	48,52	100,31
2018.05.29	2689,86	1612,87	1068,07	185,74	98,01	119,4	35,7	78,42	105,93	286000	352,48	185	82,4	52,95	48,2	101,1
2018.05.30	2724,01	1624,89	1077,47	187,67	98,95	120,97	36,05	81,5	108,35	292000	358,19	187,09	84,12	54,23	48,6	101,83
2018.05.31	2705,27	1629,62	1100	191,78	98,84	119,62	35,93	81,24	107,01	287200	352,16	186,55	82,54	53,99	47,67	100,25
2018.06.01	2734,62	1641,54	1135	193,99	100,79	121,26	36,25	81,83	108,4	289200	356,72	187,35	82,99	54,69	47,81	100,25
2018.06.04	2746,87	1665,27	1153,04	193,28	101,67	121,95	36,45	80,97	108,45	288000	360,73	191,36	85,42	54,83	47,82	100,12
2018.06.05	2748,8	1696,35	1151,02	192,94	102,19	121,48	36,44	80,68	107,84	286700	360,1	191,94	84,62	54,5	47,97	100,21
2018.06.06	2772,35	1695,75	1146,95	191,34	102,49	122,79	36,38	82,06	110,36	290722	371,56	193,59	84,56	55,58	48,41	100,83
2018.06.07	2770,37	1689,3	1134,42	188,18	100,88	123,33	36,49	82,88	110,8	292900	368,53	196,17	84,95	55,63	49,01	101,16
2018.06.08	2779,03	1683,99	1132,71	189,1	101,63	124,06	36,67	83,6	111,11	294055	369,5	198,33	84,36	55,68	49,18	102,49
2018.06.11	2782	1689,12	1140,9	191,54	101,05	122,66	36,3	83,1	110,83	292770	370,94	199,64	84,3	55,51	49,3	103,21
2018.06.12	2786,85	1698,75	1148,19	192,4	101,31	122,54	36,3	82,42	110,19	293005	370,62	201,31	84,1	55,38	48,81	104,48
2018.06.13	2775,63	1704,86	1144,23	192,41	100,85	122,63	36,22	81,51	109,97	292769	363,85	200,31	84,09	55,16	47,4	105,27
2018.06.14	2782,49	1723,86	1160,11	196,81	101,42	122,41	36,16	81,89	108,03	289669,9	362,42	199,67	83,79	54,74	47,82	105,13
2018.06.15	2779,66	1715,97	1159,27	195,85	100,13	122,61	36,36	80,66	107,9	287626	357,88	200,54	83,7	54,98	48,06	107,61
2018.06.18	2773,75	1723,79	1183,58	198,31	100,86	121,32	36,16	80,82	108,18	287600	354,74	200,69	83	55,08	47,46	105,38
2018.06.19	2762,59	1734,78	1178,69	197,49	100,86	122,57	36,22	80,7	107,55	286699,9	341,12	199,21	83,61	55,08	48,5	105,96
2018.06.20	2767,32	1750,08	1184,07	202	101,87	122,04	36,46	80,45	107,54	285000	342,69	199,08	83,61	54,48	48,09	105,81
2018.06.21	2749,76	1730,22	1169,44	201,5	101,14	121,45	36,3	79,69	107,51	285000	337,66	200,31	84,21	54,37	48,63	107,24
2018.06.22	2754,88	1715,67	1169,29	201,74	100,41	122,84	36,51	81,38	105,75	286541,1	338,91	197,41	84,82	53,94	49,76	108,37
2018.06.25	2717,07	1663,15	1139,28	196,35	98,39	122,59	36,38	79,74	104,79	284640	331,2	196,38	86,47	53,96	49,6	108,99
2018.06.26	2723,06	1691,09	1132,62	199	99,08	122,35	36,38	80,64	104,86	284500	331,3	196,36	85,98	53,43	49,3	108,05
2018.06.27	2699,63	1660,51	1116,94	195,84	97,54	121,61	36,21	81,71	103,24	281600	329,82	195,02	86,89	53,28	49,31	108,27
2018.06.28	2716,31	1701,45	1126,78	196,23	98,63	122	36,36	81,97	104,93	284920	334,65	195,21	85,86	53,63	50,86	108,68
2018.06.29	2718,37	1699,8	1129,19	194,32	98,61	121,34	36,28	82,73	104,2	282040	335,51	195,1	85,65	55,44	50,31	108,87
2018.07.02	2726,71	1713,78	1142,11	197,36	100,01	121,58	36,33	81,76	105,08	283800	336,08	194,02	84	56,32	50,42	109,53
2018.07.03	2713,22	1693,96	1116,28	192,73	99,05	122,71	36,35	82,24	103,61	282000	332,93	193,62	84,44	55,56	50,7	108,8
2018.07.04	2713,22	1693,96	1116,28	192,73	99,05	122,71	36,35	82,24	103,61	282000	332,93	193,62	84,44	55,56	50,7	108,8
2018.07.05	2736,61	1699,73	1141,29	198,45	99,76	125	36,87	82,31	103,72	283635	333,18	194,41	84,57	55,24	51,28	109,55
2018.07.06	2759,82	1710,63	1155,08	203,23	101,16	125,75	37,11	82,33	104,06	283700	334,64	194,48	84,51	55,89	51,48	109,56
2018.07.09	2784,17	1739,02	1167,28	204,74	101,85	126,05	37,16	82,9	107,28	286720	341,92	196,08	85,93	56,77	50,74	107,76
2018.07.10	2793,84	1743,07	1167,14	203,54	102,12	127,38	37,43	83,66	106,62	286385	347,16	197,61	87,21	56,62	51,34	112,89
2018.07.11	2774,02	1755	1171,46	202,54	101,98	126,24	37,21	82,59	106,39	288481	340,6	196,95	86,53	56,07	51,34	112,54
2018.07.12	2798,29	1796,62	1201,26	206,92	104,19	127,76	37,52	82,69	106,85	288000	346,03	197,95	86,52	56,03	51,24	111,53
2018.07.13	2801,31	1813,03	1204,42	207,32	105,43	125,93	37,53	83,31	106,36	290000	350,79	198,69	87,7	55,36	51,41	112,69
2018.07.16	2798,43	1822,49	1196,51	207,23	104,91	124,69	37,38	82,49	110,58	289000	356,1	198,88	87,64	56,99	51,59	112,96
2018.07.17	2809,55	1843,93	1213,08	209,99	105,95	129,11	37,65	82,31	110,5	288500	356,88	201,1	88,19	56,56	51,43	114,88
2018.07.18	2815,62	1842,92	1212,91	209,36	105,12	127,8	37,66	82,22	111,53	303210	360,23	200,97	88,07	56,57	51,14	114,83
2018.07.19	2804,49	1812,97	1199,1	208,09	104,4	125,94	37,36	82,01	109,89	299000	355,33	202,63	87,72	56,33	50,75	115,77
2018.07.20	2801,83	1813,7	1197,88	209,94	106,27	125,85	37,33	81,4	111,28	299380	354,9	202,45	88,06	56,41	50,62	116,01
2018.07.23	2806,98	1802	1211	210,91	107,97	126,63	37,21	81,4	113,35	300230	353,27	202,23	87,63	58	50,75	114,39
2018.07.24	2820,4	1829,24	1258,15	214,67	107,66	129,36	37,7	83,01	114,15	300400	358,27	201,99	87,96	58,35	51,51	114,74
2018.07.25	2846,07	1863,61	1275,94	217,5	110,83	128,62	37,99	83,59	115,18	299816	355,92	201	87,9	58,23	50,91	115,21
2018.07.26	2837,44	1808	1285,5	176,26	109,62	130,28	38,16	84,24	114,85	300501	359,32	199,4	88,23	58,31	51,18	115
2018.07.27	2818,82	1817,27	1252,89	174,89	107,68	131,55	38,41	81,92	116,03	302000	360,65	197,14	88,13	58,63	52,01	114,28
2018.07.30	2802,6	1779,22	1230,04	171,06	105,37	132,17	38,59	81,74	116,73	303432	351,06	197,28	88,88	58,49	52,49	114,18
2018.07.31	2816,29	1777,44	1227,22	172,58	106,08	132,52	39,93	81,51	114,95	301550	356,3	197,52	89,23	57,29	51,64	115
2018.08.01	2813,36	1797,17	1232,99	171,65	106,28	132,64	40,27	80,39	115,66	301200	352,76	196,3	88,24	57,65	51,73	113,61
2018.08.02	2827,22	1834,33	1241,13	176,37	107,57	131,25	39,65	79,91	116,15	301160	349,73	195,66	88,76	58,29	51,98	114,69
2018.08.03	2840,35	1823,29	1238,16	177,78	108,04	131,95	40,54	80,2	117,09	304671	348,44	195,64	89,6	58,83	52,27	116,3
2018.08.06	2850,4	1847,75	1237,67	185,69	108,13	132,02	41,04	80,18	117,12	311805,5	346,57	195,69	89,67	58,89	52,48	117,38
2018.08.07	2858,45	1862,48	1255,84	183,81	108,88	131,46	40,84	81,27	117,55	315600	350,76	197,05	89,77	58,82	52,46	114,22
2018.08.08	2857,7	1886,52	1261,33	185,18	109,49	131,17	41,41	80,73	117,79	315300	347,78	198,02	90,05	59,19	52,7	113,49
2018.08.09	2853,58	1898,52	1264,46	183,09	109,67	131,2	41	80,32	116,88	315100	343,72	198,08	89,01	58,44	53,01	113,7
2018.08.10	2833,28	1886,3	1252,51	180,26	109	130,75	40,93	79,42	115,73	312000	339,41	196,3	90,18	58,05	52,47	112,87
2018.08.13	2821,93	1896,2	1248,64	180,05	108,21	130,22	40,81	78,56	113,89	310230	338,36	194,14	89,64	57,61	52,22	113,02
2018.08.14	2839,96	1919,65	1258,14	181,11	109,56	129,5	40,71	78,31	114,65	310815	339,14	193,1	90,85	58,07	52,87	113,1
2018.08.15	2818,37	1882,62	1232,22	179,53	107,66	130,43	41,16	76,94	113,7	309050	331,76	193,99	90,22	57,99	53,24	113,45
2018.08.16	2840,69	1886,52	1224,06	174,7	107,64	132,48	41,42	78	114,77	313000	345,98	195,39	98,64	58,66	54,27	114,25
2018.08.17	2850,13	1882,22	1215,85	173,8	107,58	134,47	42,09	78,26	114,77	313465	346,4	195,56	97,85	58,86	54,79	114,96
2018.08.20	2857,05	1876,71	1221,95	172,5	106,87	136,88	42,33	78,81	114,62	314060	350,74	197,93	96	59,03	54,65	114,84
2018.08.21	2862,96	1883,42	1217,41	172,62	105,98	135,35	42,16	78,83	115,32	313725	353,77	200,23	96,08	58,96	54,91	113,72
2018.08.22	2861,82	1904,9	1221,75	173,64	107,06	134,61	42,07	79,96	114,97	312400	350,03	198,97	95,67	59,17	54,14	112,24
2018.08.23	2856,98	1902,9	1221,16	172,9	107,56	135,11	42,2	79,08	114,73	311982,5	347,48	200,16	95,18	58,62	54,28	111,93
2018.08.24	2874,69	1905,39	1236,75	174,645	108,4	135,95	42,4	79,62	114,68	312850	349,38	201,3	94,95	58,69	54,78	112,15
2018.08.27	2896,74	1927,68	1256,27	177,46	109,6	134,92	41,58	80,4	116,71	316200	353,74	201,98	94,54	59,1	54,85	112,41
2018.08.28	2897,52	1932,82	1245,86	176,26	110,26	134,32	41,5	80,28	116,14	317124	351,21	201,97	96,07	59,07	54,65	111,17
2018.08.29	2914,04	1998,1	1264,65	175,9	112,02	134,86	41,5	80,86	115,76	317505	350,19	201,68	95,64	58,96	54,57	112,05
2018.08.30	2901,13	2002,38	1254,44	177,64	111,95	134,95	41,5	80,51	115,19	317000	346,9	199,26	96,1	58,46	54,75	111,96
2018.08.31	2901,52	2012,71	1231,8	175,73	112,33	134,69	41,52	80,17	114,58	315800	342,79	200,77	95,86	58,48	54,37	112,01
2018.09.03	2901,52	2012,71	1231,8	175,73	112,33	134,69	41,52	80,17	114,58	315800	342,79	200,77	95,86	58,48	54,37	112,01
2018.09.04	2896,72	2039,51	1211,31	171,16	111,71	133,72	41,37	80,29	115,15	317250	346,25	205,08	95,36	58,8	53,19	111
2018.09.05	2888,6	1994,82	1199,1	167,18	108,49	135,86	41,85	81,36	114,59	319920	346,68	204,15	96,62	58,95	53,82	113,12
2018.09.06	2878,05	1958,31	1183,99	162,53	108,74	136,87	41,78	80,46	114,1	320035	351,27	205,89	96,45	57,93	54,29	113,5
2018.09.07	2871,68	1952,07	1177,59	163,04	108,21	137,32	42,2	81,83	114,32	321700	349,28	206,23	95,83	57,4	54	112,74
2018.09.10	2877,13	1939,01	1175,06	164,18	109,38	137,21	42,06	81,71	113,71	322560	341,86	210,69	96,9	57,46	54,12	113,57
2018.09.11	2887,89	1987,15	1189,99	165,94	111,24	138,51	42,31	82,86	114,43	323242	345,25	213,85	96,64	57,38	54,72	113,33
2018.09.12	2888,92	1990	1171,6	162	111,71	139,36	42,41	83,13	113,08	322340	353,41	211,98	95,97	55,94	54,97	113,85
2018.09.13	2904,18	1989,87	1182,14	161,36	112,91	139,89	42,85	82,32	113,52	321575	355,46	209,45	95,12	55	54,94	114,99
2018.09.14	2904,98	1970,19	1177,98	162,32	113,37	139,49	42,96	82,92	113,5	324999	359,8	209,07	94,59	54,73	54,55	114,57
2018.09.17	2888,8	1908,03	1159,83	160,58	112,14	139,96	43,01	83,41	113,84	324575	355,96	208,4	94,82	54,31	54,7	115,4
2018.09.18	2904,31	1941,05	1167,11	160,3	113,21	140,54	43,51	83,63	114,3	327436	363,58	211,02	95,43	54,5	54,39	113,98
2018.09.19	2907,95	1926,42	1174,27	163,06	111,7	140,46	43,26	84,63	117,62	332000	365,22	211,68	95,24	55,22	53,5	113,77
2018.09.20	2930,75	1944,3	1191,57	166,02	113,57	141,98	43,75	84,82	118,63	333415	367,46	211,06	95,75	55,55	53,95	115,22
2018.09.21	2929,67	1915,01	1172,12	162,93	114,26	142,88	44,06	85,17	117,85	331336	372,23	212,39	95,9	54,99	54,42	114,91
2018.09.24	2919,37	1934,36	1179,56	165,41	114,67	140,47	43,93	86,6	116,72	327840	367,99	207,99	94,92	54,26	53,54	112,27
2018.09.25	2915,56	1974,55	1193,89	164,91	114,45	138,64	43,79	86,5	116,39	328500	367,23	207,46	95,1	54,23	53,05	111,97
2018.09.26	2905,97	1974,85	1194,06	166,95	113,98	138,16	43,68	85,78	115,02	324286	365,03	207,52	94,59	53,16	53,14	111,5
2018.09.27	2914	2012,98	1207,36	168,84	114,41	138,22	43,9	85,77	114,52	324731	367,39	206,84	94,13	52,82	53,59	111,05
2018.09.28	2913,98	2003	1207,08	164,46	114,37	138,17	44,07	85,02	112,84	320000,1	371,9	207,15	93,91	52,56	53,39	111,8
2018.10.01	2924,59	2004,36	1208,53	162,44	115,61	139,69	44,27	85,81	113,5	321930	382,29	207,6	94,4	52,25	53,84	110,71
2018.10.02	2923,43	1971,31	1207,64	159,33	115,15	140,48	44,22	86,46	113,97	322900	386,37	204,75	95,15	52,13	54,42	108,72
2018.10.03	2925,51	1952,76	1211,53	162,43	115,17	139,03	44,81	86,15	115,04	323878	392,3	203,74	94,07	52,65	54,29	107,52
2018.10.04	2901,61	1909,42	1177,07	158,85	112,79	139,35	44,7	85,58	115,27	327900	389,99	198,85	94,21	53,51	55,02	106,61
2018.10.05	2885,57	1889,65	1167,83	157,33	112,13	139,1	44,91	85,34	114,62	329500	386,47	196,38	93,31	53,19	54,94	106,49
2018.10.08	2884,43	1864,42	1155,92	157,25	110,85	139,39	45,28	86,13	115,32	333337	385,77	198,41	94,69	53,67	55,02	108,19
2018.10.09	2880,34	1870,32	1145,17	157,9	112,26	139,2	45,47	86,51	114,52	335630	385,44	195,75	97,08	53,53	54,99	108,12
2018.10.10	2785,68	1755,25	1092,16	151,38	106,16	137,73	44,51	84,52	111,47	319100	367,47	193,7	95,76	52,43	54,33	107,34
2018.10.11	2728,37	1719,36	1090,74	153,35	105,91	133,84	42,81	81,6	108,13	308000	358,11	189,74	93,92	51,44	53,33	105,06
2018.10.12	2767,13	1788,61	1120,54	153,74	109,57	133,87	43,78	81,38	106,95	310000	360,11	192,47	94,81	52,11	53,73	105,28
2018.10.15	2750,79	1760,95	1102,44	153,52	107,6	133,95	43,12	80,82	106,34	308000	358,88	191,17	93,82	53,24	53,6	105,63
2018.10.16	2809,92	1819,96	1133,08	158,78	111	136,56	43,93	81,2	108,62	314750	368,25	193,58	95,81	53,73	53,7	107,39
2018.10.17	2809,21	1831,73	1127,59	159,42	110,71	139,46	44,57	81,5	109,83	315200	365,5	185,17	96,56	54,46	53,96	108,31
2018.10.18	2768,78	1770,72	1097,91	154,92	108,5	139,5	44	81,85	108,09	313200	359,35	180,44	96,17	53,1	54,65	107,93
2018.10.19	2767,78	1764,03	1105,18	154,05	108,66	139,05	44,5	81,97	107,91	314477	356,26	179,85	97,15	52,89	54,9	110,29
2018.10.22	2755,88	1789,3	1111,37	154,78	109,63	138,68	44,37	81,15	106,36	309080	355,98	178,75	97,14	51,65	54,98	109,4
2018.10.23	2740,69	1768,7	1114,91	154,39	108,1	138,93	44,1	79,84	105,25	305100	350,05	178,53	97,8	51,56	57,21	110,13
2018.10.24	2656,1	1664,2	1057,12	146,04	102,32	137,47	42,48	77,62	103,29	299995	354,65	176,97	97,56	50,19	57,42	112,96
2018.10.25	2705,57	1782,17	1103,59	150,95	108,3	138,47	43,41	78,31	104,86	302231	363,77	179,07	99,18	51,86	56,43	112,85
2018.10.26	2658,69	1642,81	1083,75	145,37	106,96	136,97	42,6	77,53	103,42	296805	359,27	172,23	98,94	51,25	55,51	110,45
2018.10.29	2641,25	1538,88	1034,73	142,09	103,85	137,55	43,23	77,05	104,85	300000	335,59	173,2	99,8	52,23	56,48	112,89
2018.10.30	2682,63	1530,42	1049,51	146,22	103,73	140,75	42,89	78,78	106,7	305579	349,91	176,24	102,42	52,69	58,18	113,77
2018.10.31	2711,74	1598,01	1090,58	151,79	106,81	139,99	43,06	79,68	109,02	307705	354,86	175,88	100,28	53,23	57,09	112,38
2018.11.01	2740,37	1665,53	1085,98	151,75	105,92	140,82	43,67	80,67	108,98	308366	363,07	180,46	100,58	53,56	56,05	111,51
2018.11.02	2723,06	1665,53	1071,49	150,35	106,16	140,68	42,93	81,95	108,38	308411	357,75	179,93	101,34	53,61	56,63	111,17
2018.11.05	2738,31	1627,8	1055,73	148,68	107,51	142,2	43,52	81,64	109,09	323935	361,98	182,19	102,91	53,66	57,21	114,39
2018.11.06	2755,45	1642,81	1069,57	149,94	107,72	142,57	43,01	81,99	109,6	327050	366,47	182,01	103,33	53,55	57,21	115,21
2018.11.07	2813,89	1755,49	1108,24	151,53	111,96	144,75	44,4	83,03	111,48	331391	372,02	187,23	104,32	53,58	57,65	115,61
2018.11.08	2806,83	1754,91	1094,63	147,87	111,75	145,3	43,85	81,71	112,38	333200	370,77	188	104,88	53,16	58,27	116,06
2018.11.09	2781,01	1712,43	1077,02	144,96	109,57	145,34	44,28	80,87	111,29	329664,9	369,34	185,99	105,56	53,04	58,46	117,48
2018.11.12	2726,22	1636,85	1049,36	141,55	106,87	145,62	44,11	79,83	108,95	323040	357,03	179,43	103,87	52,35	58,72	116,97
2018.11.13	2722,18	1631,17	1047,97	142,16	106,94	144,68	43,52	78	109,59	326700	349,51	179	102,94	52,74	58,66	117,14
2018.11.14	2701,58	1599,01	1054,58	144,22	104,97	144,25	42,91	77,39	107,33	323700,1	344,72	179,9	101,53	52,15	58,94	116,65
2018.11.15	2730,2	1619,44	1071,05	143,85	107,28	144,5	43,21	78,19	110,07	326300	341,57	177,36	99,54	52,82	59,08	116,8
2018.11.16	2736,27	1593,41	1068,27	139,53	108,29	145,99	43,51	78,96	109,99	328350	335,95	177,02	97,69	52,94	60,21	118,35
2018.11.19	2690,73	1512,29	1027,42	131,55	104,62	147,73	44,18	79,22	110,83	326706	320,94	173,59	96,78	53,32	60,62	119,01
2018.11.20	2641,89	1495,46	1030,45	132,43	101,71	146,45	43,53	76,97	108,45	315970	317,7	169,05	94,16	52,54	59,46	116
